TNAME	SUBKINGDOM	INFRAKINGDOM	SUPERPHYLUM	PHYLUM	SUBPHYLUM	INFRAPHYLUM	SUPERCLASS	CLASS	SUBCLASS	INFRACLASS	SUPERORDER	ORDER	SUBORDER	INFRAORDER	SUPERFAMILY	FAMILY	SUBFAMILY	TRIBE	SUBTRIBE	GENUS	SPECIES	NUMOCC	otufin	otufin2
GLYPTOTENDIPES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	GLYPTOTENDIPES	NA	20	GLYPTOTENDIPES	GLYPTOTENDIPES
HYPORHYGMA.QUADRIPUNCTATUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	HYPORHYGMA	HYPORHYGMA.QUADRIPUNCTATUS	1	HYPORHYGMA.QUADRIPUNCTATUS	HYPORHYGMA.QUADRIPUNCTATUS
LAUTERBORNIELLA.AGRAYLOIDES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	LAUTERBORNIELLA	LAUTERBORNIELLA.AGRAYLOIDES	1	LAUTERBORNIELLA.AGRAYLOIDES	LAUTERBORNIELLA.AGRAYLOIDES
MICROTENDIPES.PEDELLUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	MICROTENDIPES	MICROTENDIPES.PEDELLUS	294	MICROTENDIPES.PEDELLUS	MICROTENDIPES.PEDELLUS
MICROTENDIPES.RYDALENSIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	MICROTENDIPES	MICROTENDIPES.RYDALENSIS	28	MICROTENDIPES.RYDALENSIS	MICROTENDIPES.RYDALENSIS
MICROTENDIPES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	MICROTENDIPES	NA	249	MICROTENDIPES	NA
NILOTHAUMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	NILOTHAUMA	NA	51	NILOTHAUMA	NILOTHAUMA
PAGASTIELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	PAGASTIELLA	NA	1	PAGASTIELLA	PAGASTIELLA
PARACHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	PARACHIRONOMUS	NA	9	PARACHIRONOMUS	PARACHIRONOMUS
PARACLADOPELMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	PARACLADOPELMA	NA	5	PARACLADOPELMA	PARACLADOPELMA
PARALAUTERBORNIELLA.NIGROHALTERALE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	PARALAUTERBORNIELLA	PARALAUTERBORNIELLA.NIGROHALTERALE	5	PARALAUTERBORNIELLA.NIGROHALTERALE	PARALAUTERBORNIELLA.NIGROHALTERALE
PARATENDIPES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	PARATENDIPES	NA	16	PARATENDIPES	PARATENDIPES
PHAENOPSECTRA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	PHAENOPSECTRA	NA	60	PHAENOPSECTRA	PHAENOPSECTRA
POLYPEDILUM.AVICEPS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	POLYPEDILUM	POLYPEDILUM.AVICEPS	804	POLYPEDILUM.AVICEPS	POLYPEDILUM.AVICEPS
POLYPEDILUM.FALLAX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	POLYPEDILUM	POLYPEDILUM.FALLAX	66	POLYPEDILUM.FALLAX	POLYPEDILUM.FALLAX
POLYPEDILUM.FLAVUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	POLYPEDILUM	POLYPEDILUM.FLAVUM	167	POLYPEDILUM.FLAVUM	POLYPEDILUM.FLAVUM
POLYPEDILUM.ILLINOENSE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	POLYPEDILUM	POLYPEDILUM.ILLINOENSE	73	POLYPEDILUM.ILLINOENSE	POLYPEDILUM.ILLINOENSE
POLYPEDILUM.SCALAENUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	POLYPEDILUM	POLYPEDILUM.SCALAENUM	51	POLYPEDILUM.SCALAENUM	POLYPEDILUM.SCALAENUM
POLYPEDILUM.TRITUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	POLYPEDILUM	POLYPEDILUM.TRITUM	186	POLYPEDILUM.TRITUM	POLYPEDILUM.TRITUM
POLYPEDILUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	POLYPEDILUM	NA	39	POLYPEDILUM	NA
ROBACKIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	ROBACKIA	NA	16	ROBACKIA	ROBACKIA
SAETHERIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	SAETHERIA	NA	10	SAETHERIA	SAETHERIA
STENOCHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	STENOCHIRONOMUS	NA	82	STENOCHIRONOMUS	STENOCHIRONOMUS
STICTOCHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	STICTOCHIRONOMUS	NA	46	STICTOCHIRONOMUS	STICTOCHIRONOMUS
TRIBELOS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	TRIBELOS	NA	27	TRIBELOS	TRIBELOS
XENOCHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	XENOCHIRONOMUS	NA	9	XENOCHIRONOMUS	XENOCHIRONOMUS
PSEUDOCHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	PSEUDOCHIRONOMINI	NA	PSEUDOCHIRONOMUS	NA	12	PSEUDOCHIRONOMUS	PSEUDOCHIRONOMUS
CLADOTANYTARSUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	CLADOTANYTARSUS	NA	90	CLADOTANYTARSUS	CLADOTANYTARSUS
CONSTEMPELLINA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	CONSTEMPELLINA	NA	2	CONSTEMPELLINA	CONSTEMPELLINA
CORYNOCERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	CORYNOCERA	NA	1	CORYNOCERA	CORYNOCERA
MICROPSECTRA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	MICROPSECTRA	NA	722	MICROPSECTRA	MICROPSECTRA
PARATANYTARSUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	PARATANYTARSUS	NA	104	PARATANYTARSUS	PARATANYTARSUS
RHEOTANYTARSUS.EXIGUUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	RHEOTANYTARSUS	RHEOTANYTARSUS.EXIGUUS	243	RHEOTANYTARSUS.EXIGUUS	RHEOTANYTARSUS.EXIGUUS
RHEOTANYTARSUS.PELLUCIDUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	RHEOTANYTARSUS	RHEOTANYTARSUS.PELLUCIDUS	472	RHEOTANYTARSUS.PELLUCIDUS	RHEOTANYTARSUS.PELLUCIDUS
RHEOTANYTARSUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	RHEOTANYTARSUS	NA	44	RHEOTANYTARSUS	NA
STEMPELLINA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	STEMPELLINA	NA	7	STEMPELLINA	STEMPELLINA
STEMPELLINELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	STEMPELLINELLA	NA	131	STEMPELLINELLA	STEMPELLINELLA
SUBLETTEA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	SUBLETTEA	NA	166	SUBLETTEA	SUBLETTEA
TANYTARSUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	TANYTARSUS	NA	297	TANYTARSUS	TANYTARSUS
ZAVRELIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	ZAVRELIA	NA	21	ZAVRELIA	ZAVRELIA
ZAVRELIELLA.MARMORATA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	TANYTARSINI	NA	ZAVRELIELLA	ZAVRELIELLA.MARMORATA	1	ZAVRELIELLA.MARMORATA	ZAVRELIELLA.MARMORATA
DIAMESA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	DIAMESA	NA	234	DIAMESA	DIAMESA
PAGASTIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	PAGASTIA	NA	156	PAGASTIA	PAGASTIA
POTTHASTIA.GAEDII	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	POTTHASTIA	POTTHASTIA.GAEDII	155	POTTHASTIA.GAEDII	POTTHASTIA.GAEDII
POTTHASTIA.LONGIMANA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	POTTHASTIA	POTTHASTIA.LONGIMANA	36	POTTHASTIA.LONGIMANA	POTTHASTIA.LONGIMANA
POTTHASTIA.MONTIUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	POTTHASTIA	POTTHASTIA.MONTIUM	4	POTTHASTIA.MONTIUM	POTTHASTIA.MONTIUM
POTTHASTIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	POTTHASTIA	NA	1	POTTHASTIA	NA
PSEUDODIAMESA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	PSEUDODIAMESA	NA	1	PSEUDODIAMESA	PSEUDODIAMESA
SYMPOTTHASTIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	DIAMESINAE	DIAMESINI	NA	SYMPOTTHASTIA	NA	5	SYMPOTTHASTIA	SYMPOTTHASTIA
ACRICOTOPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	ACRICOTOPUS	NA	3	ACRICOTOPUS	ACRICOTOPUS
BRILLIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	BRILLIA	NA	313	BRILLIA	BRILLIA
BRYOPHAENOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	BRYOPHAENOCLADIUS	NA	1	BRYOPHAENOCLADIUS	BRYOPHAENOCLADIUS
CAMPTOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CAMPTOCLADIUS	NA	1	CAMPTOCLADIUS	CAMPTOCLADIUS
CARDIOCLADIUS.ALBIPLUMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CARDIOCLADIUS	CARDIOCLADIUS.ALBIPLUMUS	11	CARDIOCLADIUS.ALBIPLUMUS	CARDIOCLADIUS
CARDIOCLADIUS.OBSCURUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CARDIOCLADIUS	CARDIOCLADIUS.OBSCURUS	25	CARDIOCLADIUS.OBSCURUS	CARDIOCLADIUS
CARDIOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CARDIOCLADIUS	NA	93	CARDIOCLADIUS	CARDIOCLADIUS
CHAETOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CHAETOCLADIUS	NA	71	CHAETOCLADIUS	CHAETOCLADIUS
CORYNONEURA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CORYNONEURA	NA	373	CORYNONEURA	CORYNONEURA
CRICOTOPUS.BICINCTUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CRICOTOPUS	CRICOTOPUS.BICINCTUS	378	CRICOTOPUS.BICINCTUS	CRICOTOPUS.BICINCTUS
CRICOTOPUS.ORTHOCLAD	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CRICOTOPUS	CRICOTOPUS.ORTHOCLAD	83	CRICOTOPUS.ORTHOCLAD	CRICOTOPUS.ORTHOCLAD
CRICOTOPUS.TREMULUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CRICOTOPUS	CRICOTOPUS.TREMULUS	23	CRICOTOPUS.TREMULUS	CRICOTOPUS.TREMULUS
CRICOTOPUS.TRIFASCIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CRICOTOPUS	CRICOTOPUS.TRIFASCIA	163	CRICOTOPUS.TRIFASCIA	CRICOTOPUS.TRIFASCIA
CRICOTOPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	CRICOTOPUS	NA	607	CRICOTOPUS	NA
DIPLOCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	DIPLOCLADIUS	NA	7	DIPLOCLADIUS	DIPLOCLADIUS
DOITHRIX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	ORTHOCLADIINAE	NA	NA	DOITHRIX	NA	1	DOITHRIX	DOITHRIX
